title,authors,source,year,doi,abstract
Integrated clinician decision supporting system for pneumonia and lung cancer detection,"VT Ponnada, SVN Srinivasu - International Journal of Innovative …, 2019 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Venkata-Tulasiramu-Ponnada/publication/342962401_Integrated_Clinician_Decision_Supporting_System_For_Pneumonia_And_Lung_Cancer_Detection/links/5f0f90a7299bf1e548ba2588/Integrated-Clinician-Decision-Supporting-System-For-Pneumonia-And-Lung-Cancer-Detection.pdf,"… His area of interest includes machine learning, deep learning, artificial intelligence and safety critical systems, software engineering, software testing, software project management and …"
Privacy Concerns and Data Donations: Do Societal Benefits Matter?,"T Alashoor, M Keil, Z Jiang, K Saffarizadeh - MIS Quarterly, 2025 - misq.umn.edu",Google Scholar via SerpApi,2025,https://misq.umn.edu/misq/article/49/2/429/3179,"… Keil’s research focuses primarily on IT project management and decision-making, but he has also conducted research in other areas such as health information technology and …"
LOSSLESS IMAGE COMPRESSION BASED ON AUTOENCODER NEURAL NETWORKS,"O Kis, G Kis, O Polonevych, K Storchak - … СИСТЕМИ ТА ТЕХНОЛОГІЇ …, 2025 - kist.ntu.edu.ua",Google Scholar via SerpApi,2025,http://kist.ntu.edu.ua/konferencii/54_konf_2025.pdf#page=291,This thesis presents a lossless compression scheme that incorporates a prediction stage using a neural network architecture. Image blocks are predicted through inpainting techniques …
Artificial Intelligence Review of “A Review of Generative Adversarial Networks and its Application in Cybersecurity”,"Y Ademola - Available at SSRN 4772163, 2024 - papers.ssrn.com",Google Scholar via SerpApi,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4772163,"The paper examines prominent GAN architectures such as Deep Convolutional Generative Adversarial Network (DCGAN) and Wasserstein GAN, demonstrating how these …"
ДИНАМИКА ИССЛЕДОВАНИЙ В ОБЛАСТИ АВТОМАТИЗИРОВАННОЙ ОЦЕНКИ ТРУДОЕМКОСТИ РАЗРАБОТКИ ПО,"АВ Коротких - Динамика систем, механизмов и машин, 2024 - cyberleninka.ru",Google Scholar via SerpApi,2025,https://cyberleninka.ru/article/n/dinamika-issledovaniy-v-oblasti-avtomatizirovannoy-otsenki-trudoemkosti-razrabotki-po,"… be solved relatively effectively only by artificial intelligence and machine learning methods. It … The cost and timing errors during the software project management caused by the ""human …"
Halima Sadia Md. Rizwan Beg,"M Faisal - management, 2014 - academia.edu",Google Scholar via SerpApi,2025,https://www.academia.edu/download/105617011/17890-8886.pdf,… Software project development has always been associated with high failure rate. The failure of a software project depends on rooted risks. These risks don&apos;t come into face at …
ارائه مدل بهبود عملکرد سیستم‌ مدیریت دانش مشتری با استفاده از فناوری اطلاعات در شرکت‌های لبنی با رویکرد ساختاری تفسیری‎,"رضا کاظمی ایمن آبادی, منصور اسماعیل پور… - مدیریت پویا و تحلیل …, 2025‎ - dmbaj.com",Google Scholar via SerpApi,2025,https://www.dmbaj.com/index.php/dmba/article/view/223,"… Information technology software-related factors, including customer relationship management (CRM) systems, artificial intelligence and machine learning, knowledge management …"
B. TECH. ARTIFICIAL INTELLIGENCE & DATA SCIENCE,"RSM Nagar, GT Kavaraipettai, T District, T Nadu - rmkec.ac.in",Google Scholar via SerpApi,2025,https://rmkec.ac.in/syllubus/ADS-2020-SYLLABUS.pdf,"… Pursue higher studies and research in the areas of Artificial Intelligence and Data Science. … core concepts of Artificial Intelligence and Data Science to analyze, design and solve …"
ВЗАЄМОДІЯ СІМ'Ї ТА ЗАКЛАДУ ДОШКІЛЬНОЇ ОСВІТИ В НАВЧАННІ ЕЛЕМЕНТАМ МАТЕМАТИКИ ДІТЕЙ ДОШКІЛЬНОГО ВІКУ,"ЛВ Іщенко, ТВ Журавко - 2024 - dspace.udpu.edu.ua",Google Scholar via SerpApi,2025,https://dspace.udpu.edu.ua/bitstream/123456789/16665/1/MODERN-RESEARCH-IN-SCIENCE-AND-EDUCATION-11-13.01.24%20%281%29_pages_deleted_pages_deleted.pdf,Ivanov I. Analysis of the phaunistic composition of Ukraine//Modern research in science and education. Proceedings of the 5th International scientific and practical conference. …
Predicting students performance using data mining technique with rough set theory concepts,"J Namdeo, N Jayakumar - International Journal, 2014 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Naveenkumar-Jayakumar-2/publication/305099264_Predicting_Students_Performance_Using_Data_Mining_Technique_with_Rough_Set_Theory_Concepts/links/5781d80308ae9485a43be84e/Predicting-Students-Performance-Using-Data-Mining-Technique-with-Rough-Set-Theory-Concepts.pdf,Data being generated in the academic domain and educational perspective are increasing in an exponential rate. There exists many data some are relevant and some are irrelevant. …
ГИБРИДНЫЕ ПОДХОДЫ В УПРАВЛЕНИИ IT-ПРОЕКТАМИ: ИНТЕГРАЦИЯ ТРАДИЦИОННЫХ И ГИБКИХ МЕТОДОЛОГИЙ В ЭПОХУ ЦИФРОВОЙ …,"СА Головин, ЮД Паршина - Научный Лидер, 2024 - scilead.ru",Google Scholar via SerpApi,2025,https://scilead.ru/media/journal_pdf_159.pdf#page=6,… Abstract: The paper examines the adaptation of IT project management methodologies to … The focus is on integrating end-to-end technologies such as artificial intelligence to improve …
THE SCOPE OPTIMIZATION OF SOFTWARE PROJECTS USING MODERN SOFTWARE TOOLS,"R Vladisavljević, D Soleša - Journal of Agronomy, 2019 - fimek.edu.rs",Google Scholar via SerpApi,2025,https://www.fimek.edu.rs/downloads/casopisi/jatem/issue/v2_4s/02-Vladisavljevic_and_Solesa_2019._Vol._2_SI(1)_8-14.pdf,… ABSTRACT: The paper aims to highlight software project management tools and techniques that aim to optimize project scope. Project management is one of the most sensitive …
Measuring the productivity of computer systems development activities with function points,"CA Behrens - IEEE Transactions on Software Engineering, 1983 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/1703111/,… In addition to providing software project management advice and consultation to the Director… systems requirements and the application of artificial intelligence to weather forecasting. Cur…
ПІДХОДИ ДО ВИБОРУ МЕТОДОЛОГІЙ ПЛАНУВАННЯ ІТ-ПРОЄКТІВ ВІДПОВІДНО ДО ЇХ КЛЮЧОВИХ ХАРАКТЕРИСТИК,"А Бондар, В Чирко - Економіка та суспільство, 2025 - economyandsociety.in.ua",Google Scholar via SerpApi,2025,https://economyandsociety.in.ua/index.php/journal/article/view/5951,"… The article investigates the peculiarities of planning methodologies in IT project management, focusing on the formation of a system of methods applicable at various planning stages. …"
The role of artificial intelligence in enhancing tax compliance and financial regulation,"J Alahira, NZ Mhlongo, T Falaiye… - Finance & Accounting …, 2024 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Titilola-Falaiye/publication/378415455_THE_ROLE_OF_ARTIFICIAL_INTELLIGENCE_IN_ENHANCING_TAX_COMPLIANCE_AND_FINANCIAL_REGULATION/links/65d89ab2adc608480ae4862c/THE-ROLE-OF-ARTIFICIAL-INTELLIGENCE-IN-ENHANCING-TAX-COMPLIANCE-AND-FINANCIAL-REGULATION.pdf,"… Artificial Intelligence (AI) has emerged as a transformative force in various domains, including … Regulation and ethics in artificial intelligence and machine learning technologies: where …"
Outlier detection technique for wireless sensor network using GAN with Autoencoder to increase the network lifetime,"B Sarangi, B Tripathy - … Journal of Computer Network and Information …, 2023 - academia.edu",Google Scholar via SerpApi,2025,https://www.academia.edu/download/121961094/IJCNIS-V15-N1-3.pdf,"In wireless sensor networks (WSN), sensor nodes are expected to operate autonomously in a human inaccessible and the hostile environment for which the sensor nodes and …"
Управління ризиками в IT-галузі в умовах цифровізації економічних систем,"МІ Пешко, ОГ Мельник - Проблемы экономики, 2025 - cyberleninka.ru",Google Scholar via SerpApi,2025,https://cyberleninka.ru/article/n/upravlinnya-rizikami-v-it-galuzi-v-umovah-tsifrovizatsiyi-ekonomichnih-sistem,"… The article emphasizes the necessity of integrating digital transformation into IT project management to overcome prevalent risks. By utilizing advanced tools and methodologies, …"
"Large-Scale Agile Frameworks: Agile Frameworks, Agile Infrastructure and Pragmatic Solutions",S Block - 2024 - amberton.edu,Google Scholar via SerpApi,2025,https://amberton.edu/wp-content/uploads/2024/10/MGT6515_E1_Winter2025.pdf,… Evaluating the role of process tailoring in an Agile project management framework. 9. … Developing a project integration and delivery plan within an Agile project management framework. …
